pairs,Ks
ONH92905-ONI14981,4.6336
ONH92905-ONI15027,4.1962
ONH92905-ONI15682,4.8103
ONH92905-ONI00127,3.7991
ONH92905-ONI30222,4.7072
ONI15671-ONI15681,1.8412
ONI15671-ONI15689,2.2087
ONI15671-ONI15686,1.575
ONI15671-ONI03157,4.5899
ONI15671-ONH97770,1.5393
ONI15671-ONH97881,2.0779
ONI15671-ONI15687,1.6569
ONI15671-ONI14981,1.6917
ONI15671-ONI30222,4.5494
ONI15681-ONI34634,1.5534
ONI15681-ONI03157,4.6859
ONI15681-ONH97881,2.0579
ONI15681-ONI00127,1.5704
ONI15681-ONI30222,4.7033
ONI15685-ONI34634,1.6444
ONI15685-ONI03157,4.7484
ONI15685-ONH97881,4.8006
ONI15685-ONI30222,4.7183
ONI15694-ONI03157,4.7819
ONI15694-ONH97881,2.2333
ONI15694-ONI00127,2.236
ONI15694-ONI30222,4.7207
ONI34634-ONI03157,4.7338
ONI34634-ONH97770,1.6929
ONI34634-ONH97881,2.4017
ONI34634-ONI15687,2.1898
ONI34634-ONI14981,1.6589
ONI34634-ONI15027,1.6561
ONI34634-ONI00127,1.9938
ONI34634-ONI30222,4.6704
ONI15693-ONI03157,4.7902
ONI15693-ONH97881,2.2415
ONI15693-ONI30222,4.7437
ONI15689-ONI03157,4.7688
ONI15689-ONH97881,3.6516
ONI15689-ONI30222,4.7342
ONI15686-ONI03157,4.7808
ONI15686-ONH97881,2.5023
ONI15686-ONI30222,2.2009
ONI03157-ONH97770,4.2618
ONI03157-ONH97881,4.7616
ONI03157-ONI15687,4.7218
ONI03157-ONI14981,4.6063
ONI03157-ONI15027,4.1526
ONI03157-ONI15682,2.2868
ONI03157-ONI00127,3.7919
ONI03157-ONI30222,4.7764
ONH97770-ONH97881,2.4479
ONH97770-ONI30222,4.3069
ONH97881-ONI15687,4.7148
ONH97881-ONI14981,1.9772
ONH97881-ONI15027,3.888
ONH97881-ONI15682,1.5555
ONH97881-ONI00127,4.9235
ONH97881-ONI30222,4.7456
ONI15687-ONI00127,1.8603
ONI15687-ONI30222,3.4481
ONI14981-ONI30222,4.609
ONI15027-ONI00127,1.9591
ONI15027-ONI30222,4.167
ONI15682-ONI30222,5.026
ONI00127-ONI30222,3.8396
ONH89836-ONI16777,3.5403
ONH89836-ONH96296,1.8415
ONH89836-ONI07854,2.5112
ONH89836-ONI36442,1.8968
ONH89836-ONI14329,2.8508
ONH89836-ONI35638,4.4793
ONH89836-ONI21411,4.4589
ONH89836-ONI14960,2.3055
ONH89836-ONI22033,4.4811
ONH89836-ONI00229,4.4108
ONH89836-ONI08728,4.3949
ONH89836-ONH92488,2.9264
ONH89836-ONI28281,2.2756
ONH89836-ONI00318,1.5449
ONH89836-ONI03699,2.0969
ONH89836-ONI29085,4.4767
ONH89836-ONI11769,2.3515
ONI16777-ONH96296,4.1926
ONI16777-ONI07854,2.5101
ONI16777-ONI36442,4.5735
ONI16777-ONI14329,4.2591
ONI16777-ONI35638,2.8937
ONI16777-ONI21411,4.5239
ONI16777-ONI14960,4.6072
ONI16777-ONI22033,4.5387
ONI16777-ONI00229,3.3899
ONI16777-ONI08728,2.9382
ONI16777-ONH92488,2.7079
ONI16777-ONI28281,4.6034
ONI16777-ONI00318,4.6193
ONI16777-ONI03699,3.3483
ONI16777-ONI29085,4.6228
ONI16777-ONI11769,4.6066
ONH96296-ONI07854,1.6153
ONH96296-ONI36442,2.4189
ONH96296-ONI14329,4.2816
ONH96296-ONI35638,2.3183
ONH96296-ONI21411,2.8728
ONH96296-ONI14960,2.0854
ONH96296-ONI22033,4.589
ONH96296-ONI00229,2.1483
ONH96296-ONI08728,1.9456
ONH96296-ONH92488,1.8575
ONH96296-ONI28281,4.6997
ONH96296-ONI00318,2.0764
ONH96296-ONI03699,2.5154
ONH96296-ONI29085,4.7225
ONH96296-ONI11769,2.0585
ONI07854-ONI36442,1.9409
ONI07854-ONI14329,2.5185
ONI07854-ONI35638,3.7801
ONI07854-ONI21411,1.9454
ONI07854-ONI14960,4.6931
ONI07854-ONI22033,4.5642
ONI07854-ONI00229,4.4554
ONI07854-ONI08728,5.5014
ONI07854-ONH92488,1.9295
ONI07854-ONI28281,3.6462
ONI07854-ONI00318,1.9721
ONI07854-ONI03699,4.7137
ONI07854-ONI29085,1.7845
ONI07854-ONI11769,2.0572
ONI36442-ONI14329,4.2035
ONI36442-ONI35638,4.5692
ONI36442-ONI21411,4.5333
ONI36442-ONI14960,2.1465
ONI36442-ONI22033,4.5726
ONI36442-ONI00229,4.3864
ONI36442-ONI08728,4.4046
ONI36442-ONH92488,2.2645
ONI36442-ONI28281,4.746
ONI36442-ONI00318,2.2106
ONI36442-ONI03699,3.8523
ONI36442-ONI29085,4.7178
ONI36442-ONI11769,2.1514
ONI14329-ONI35638,1.994
ONI14329-ONI21411,3.566
ONI14329-ONI14960,3.0217
ONI14329-ONI22033,4.2454
ONI14329-ONI00229,2.8435
ONI14329-ONI08728,1.6961
ONI14329-ONH92488,1.9305
ONI14329-ONI28281,2.3062
ONI14329-ONI00318,2.8846
ONI14329-ONI03699,1.7838
ONI14329-ONI29085,4.2426
ONI14329-ONI11769,1.9735
ONI35638-ONI21411,1.8775
ONI35638-ONI14960,4.5956
ONI35638-ONI22033,4.5743
ONI35638-ONI00229,4.3833
ONI35638-ONI08728,4.4154
ONI35638-ONH92488,1.8867
ONI35638-ONI28281,3.2926
ONI35638-ONI00318,8.3915
ONI35638-ONI03699,2.3281
ONI35638-ONI29085,2.5677
ONI35638-ONI11769,4.5977
ONI21411-ONI14960,2.8259
ONI21411-ONI22033,4.503
ONI21411-ONI00229,4.4144
ONI21411-ONI08728,4.3933
ONI21411-ONH92488,2.4588
ONI21411-ONI28281,4.5319
ONI21411-ONI00318,2.519
ONI21411-ONI03699,2.1353
ONI21411-ONI29085,2.4679
ONI21411-ONI11769,2.6755
ONI14960-ONI22033,2.2492
ONI14960-ONI00229,4.4019
ONI14960-ONI08728,4.4061
ONI14960-ONH92488,1.9193
ONI14960-ONI28281,4.6478
ONI14960-ONI00318,2.8017
ONI14960-ONI03699,4.6548
ONI14960-ONI29085,4.6942
ONI14960-ONI11769,2.9909
ONI22033-ONI00229,4.4249
ONI22033-ONI08728,2.978
ONI22033-ONH92488,2.1635
ONI22033-ONI28281,4.5711
ONI22033-ONI00318,2.0762
ONI22033-ONI03699,4.5367
ONI22033-ONI29085,2.8858
ONI22033-ONI11769,1.9112
ONI00229-ONI08728,3.2574
ONI00229-ONH92488,1.735
ONI00229-ONI28281,2.0228
ONI00229-ONI00318,3.3894
ONI00229-ONI03699,4.4371
ONI00229-ONI29085,1.8571
ONI00229-ONI11769,2.465
ONI08728-ONI28281,2.7878
ONI08728-ONI00318,3.6499
ONI08728-ONI03699,2.7829
ONI08728-ONI29085,4.4196
ONI08728-ONI11769,3.5985
ONH92488-ONI28281,2.848
ONH92488-ONI00318,2.1078
ONH92488-ONI03699,4.7102
ONH92488-ONI29085,2.3536
ONH92488-ONI11769,2.4051
ONI28281-ONI00318,4.7311
ONI28281-ONI03699,3.3356
ONI28281-ONI29085,3.6646
ONI28281-ONI11769,5.309
ONI00318-ONI03699,1.8279
ONI00318-ONI29085,2.4677
ONI00318-ONI11769,2.1508
ONI03699-ONI29085,3.3169
ONI03699-ONI11769,2.8566
ONI29085-ONI11769,2.3339
ONH90730-ONI27514,3.6604
ONH90730-ONI02674,2.1329
ONH90730-ONI11408,3.4362
ONH90730-ONH92076,3.0936
ONH90730-ONH92082,3.0936
ONH90730-ONH92073,1.5719
ONH90730-ONI03227,1.6086
ONH90730-ONH96691,3.735
ONH90730-ONI27513,1.9246
ONH90730-ONH91338,1.9148
ONI27514-ONI02674,1.8333
ONI27514-ONI11408,3.4338
ONI27514-ONH92076,3.3759
ONI27514-ONH92082,3.3759
ONI27514-ONH92078,2.3443
ONI27514-ONH92073,3.443
ONI27514-ONH92075,2.3628
ONI27514-ONH92084,4.058
ONI27514-ONH92077,3.5025
ONI27514-ONH92083,3.5034
ONI27514-ONH92081,3.508
ONI27514-ONH91272,3.4915
ONI27514-ONI03227,2.1093
ONI27514-ONH96691,3.6387
ONI27514-ONH91338,5.1254
ONI02674-ONI11408,3.5498
ONI02674-ONH92076,1.6116
ONI02674-ONH92082,1.6116
ONI02674-ONH92078,2.2037
ONI02674-ONH92073,2.0659
ONI02674-ONH92075,2.2269
ONI02674-ONH92077,1.5911
ONI02674-ONH92081,3.7876
ONI02674-ONH91272,2.3633
ONI02674-ONI03227,3.54
ONI02674-ONH96691,2.8097
ONI02674-ONH91338,3.3797
ONI11408-ONH92076,3.1968
ONI11408-ONH92082,3.1968
ONI11408-ONH92078,2.1495
ONI11408-ONH92073,3.4203
ONI11408-ONH92075,3.357
ONI11408-ONH92084,3.5086
ONI11408-ONH92077,3.5049
ONI11408-ONH92083,3.5063
ONI11408-ONH92081,3.4742
ONI11408-ONH91272,3.4316
ONI11408-ONI03227,3.45
ONI11408-ONH96691,3.5345
ONI11408-ONH91338,3.4006
ONH92076-ONH92078,1.5424
ONH92076-ONH92073,1.8291
ONH92076-ONI03227,1.8144
ONH92076-ONH96691,2.8716
ONH92076-ONI27513,1.5695
ONH92076-ONH91338,3.4318
ONH92082-ONH92078,1.5424
ONH92082-ONH92073,1.8291
ONH92082-ONI03227,1.8144
ONH92082-ONH96691,2.8716
ONH92082-ONI27513,1.5695
ONH92082-ONH91338,3.4318
ONH92078-ONH92073,1.8962
ONH92078-ONI03227,3.6836
ONH92078-ONH96691,2.7413
ONH92078-ONH91338,3.452
ONH92073-ONH92075,1.5582
ONH92073-ONH92084,4.0279
ONH92073-ONH92077,2.101
ONH92073-ONH92083,1.847
ONH92073-ONH92081,2.037
ONH92073-ONI03227,3.4491
ONH92073-ONH96691,3.2095
ONH92073-ONI27513,2.6576
ONH92073-ONH91338,2.3618
ONH92075-ONI03227,3.433
ONH92075-ONH96691,3.4432
ONH92075-ONI27513,2.4569
ONH92075-ONH91338,3.4936
ONH92084-ONI03227,3.6539
ONH92084-ONH96691,3.4926
ONH92084-ONH91338,3.4746
ONH92077-ONI03227,3.5141
ONH92077-ONH96691,3.5066
ONH92077-ONI27513,1.7785
ONH92077-ONH91338,3.421
ONH92083-ONI03227,3.5316
ONH92083-ONH96691,3.5053
ONH92083-ONI27513,1.7075
ONH92083-ONH91338,3.4211
ONH92081-ONI03227,3.509
ONH92081-ONH96691,3.5217
ONH92081-ONI27513,2.5101
ONH92081-ONH91338,2.477
ONH91272-ONI03227,1.9306
ONH91272-ONH96691,3.4925
ONH91272-ONI27513,2.6011
ONH91272-ONH91338,3.5109
ONI03227-ONH96691,3.6994
ONI03227-ONI27513,2.1395
ONI03227-ONH91338,3.3832
ONH96691-ONI27513,2.0739
ONH96691-ONH91338,2.7242
ONI27513-ONH91338,3.4134
ONI25434-ONI07248,1.8401
ONI25434-ONI23262,3.4206
ONI25434-ONI07260,1.809
ONI25434-ONI07251,1.9881
ONI25434-ONI07250,2.4332
ONI07257-ONI23262,2.1805
ONI07257-ONI25433,1.6678
ONI07253-ONI23262,2.8304
ONI07253-ONI25433,1.5919
ONI07252-ONI23262,1.9255
ONI07252-ONI25433,2.9152
ONI07248-ONI23262,2.3605
ONI07248-ONI07260,1.8046
ONI07248-ONI25433,2.2715
ONI07256-ONI23262,2.2875
ONI07256-ONI07260,2.2917
ONI07256-ONI25433,2.1394
ONH98478-ONI23262,1.9753
ONH98478-ONI25433,1.6179
ONI23262-ONI07260,1.7973
ONI23262-ONI07251,2.9998
ONI23262-ONI07254,2.0824
ONI23262-ONI07237,2.123
ONI23262-ONI07238,2.3188
ONI23262-ONI07240,2.3188
ONI23262-ONI07243,2.1679
ONI23262-ONI07245,2.3188
ONI23262-ONI07250,1.7189
ONI07260-ONI07251,1.9923
ONI07260-ONI07237,2.4667
ONI07260-ONI07238,4.3642
ONI07260-ONI07240,4.3642
ONI07260-ONI07243,2.5627
ONI07260-ONI07245,4.3642
ONI07260-ONI07250,2.0695
ONI25433-ONI07251,2.3419
ONI25433-ONI07237,1.9501
ONI25433-ONI07238,1.7744
ONI25433-ONI07240,1.7744
ONI25433-ONI07243,1.6866
ONI25433-ONI07245,1.7744
ONI25433-ONI07250,2.6747
ONI28772-ONH91495,1.5723
ONI28772-ONH89515,2.4757
ONI28772-ONI21711,1.7585
ONI28772-ONH92407,4.3594
ONI01671-ONH92406,4.4033
ONI01671-ONH89516,4.4177
ONI21340-ONH92406,4.477
ONI21340-ONH89516,4.4104
ONI21340-ONI21711,1.5513
ONH92406-ONH89518,4.4297
ONH92406-ONH89515,2.4852
ONH92406-ONI13832,4.3556
ONH92406-ONH92407,4.3115
ONH89516-ONH89518,4.4332
ONH89516-ONH89515,4.2267
ONH89516-ONI13832,4.2954
ONH89516-ONH92407,4.3726
ONI13832-ONI21711,2.3329
ONI13832-ONH92407,1.6338
ONI06206-ONI16348,4.3759
ONI06206-ONH89809,4.2255
ONI06206-ONI02346,4.4115
ONI06206-ONH95333,2.6981
ONI06206-ONI12212,4.494
ONI06206-ONI06433,4.4463
ONI06206-ONH94969,4.3796
ONI06206-ONI17956,2.6307
ONI06206-ONI26475,4.3821
ONI06206-ONI25512,2.3329
ONI06206-ONI09639,4.5408
ONI06206-ONI26830,1.9327
ONI06206-ONI31430,2.3884
ONI06206-ONI10870,3.341
ONI06206-ONH92353,2.0743
ONI06206-ONI09315,3.579
ONI16348-ONH89809,3.3022
ONI16348-ONI02346,4.2961
ONI16348-ONH95333,3.0364
ONI16348-ONI12212,2.1789
ONI16348-ONI06433,3.7802
ONI16348-ONH94969,4.268
ONI16348-ONI17956,4.2442
ONI16348-ONI26475,4.3154
ONI16348-ONI25512,2.2675
ONI16348-ONI09639,3.7665
ONI16348-ONI26830,2.3217
ONI16348-ONI31430,4.2834
ONI16348-ONI10870,2.9813
ONI16348-ONH92353,4.0776
ONI16348-ONI09315,4.4116
ONH89809-ONI02346,4.6684
ONH89809-ONH95333,4.6905
ONH89809-ONI12212,4.9352
ONH89809-ONI06433,3.119
ONH89809-ONH94969,4.213
ONH89809-ONI17956,2.7641
ONH89809-ONI26475,4.2314
ONH89809-ONI25512,4.2434
ONH89809-ONI09639,4.2641
ONH89809-ONI26830,2.0251
ONH89809-ONI31430,4.2048
ONH89809-ONI10870,1.8871
ONH89809-ONH92353,2.2973
ONH89809-ONI09315,2.1957
ONI02346-ONH95333,4.4121
ONI02346-ONI12212,4.4209
ONI02346-ONI06433,4.431
ONI02346-ONH94969,4.4162
ONI02346-ONI17956,2.634
ONI02346-ONI26475,4.4001
ONI02346-ONI25512,4.4362
ONI02346-ONI09639,4.4878
ONI02346-ONI26830,2.504
ONI02346-ONI31430,2.9722
ONI02346-ONI10870,1.9572
ONI02346-ONH92353,4.385
ONI02346-ONI09315,3.0168
ONH95333-ONI12212,2.5506
ONH95333-ONI06433,4.5249
ONH95333-ONH94969,4.2529
ONH95333-ONI17956,2.127
ONH95333-ONI26475,4.3976
ONH95333-ONI25512,4.4879
ONH95333-ONI09639,4.5239
ONH95333-ONI26830,1.9944
ONH95333-ONI31430,2.6595
ONH95333-ONI10870,2.984
ONH95333-ONH92353,4.3925
ONH95333-ONI09315,4.5662
ONI12212-ONI06433,2.5049
ONI12212-ONH94969,4.4005
ONI12212-ONI17956,2.7539
ONI12212-ONI26475,4.383
ONI12212-ONI25512,4.2552
ONI12212-ONI09639,2.7167
ONI12212-ONI26830,4.515
ONI12212-ONI31430,4.2453
ONI12212-ONI10870,3.5025
ONI12212-ONH92353,4.4576
ONI12212-ONI09315,4.4986
ONI06433-ONH94969,4.4381
ONI06433-ONI17956,2.9169
ONI06433-ONI26475,4.4305
ONI06433-ONI25512,3.8859
ONI06433-ONI09639,4.4675
ONI06433-ONI26830,2.3892
ONI06433-ONI31430,4.2814
ONI06433-ONI10870,4.3674
ONI06433-ONH92353,4.4056
ONI06433-ONI09315,2.3227
ONH94969-ONI17956,4.421
ONH94969-ONI26475,4.3527
ONH94969-ONI25512,2.0956
ONH94969-ONI09639,4.4432
ONH94969-ONI26830,3.9486
ONH94969-ONI31430,4.2582
ONH94969-ONI10870,2.9988
ONH94969-ONH92353,4.3838
ONH94969-ONI09315,2.2542
ONI17956-ONI26475,2.6941
ONI17956-ONI25512,4.5844
ONI17956-ONI09639,4.545
ONI17956-ONI26830,2.501
ONI17956-ONI31430,4.2554
ONI17956-ONI10870,3.634
ONI17956-ONH92353,4.5073
ONI17956-ONI09315,4.5929
ONI26475-ONI25512,4.0734
ONI26475-ONI09639,4.4052
ONI26475-ONI26830,2.3134
ONI26475-ONI31430,2.1973
ONI26475-ONI10870,4.3414
ONI26475-ONH92353,4.3311
ONI26475-ONI09315,4.4252
ONI25512-ONI09639,2.8348
ONI25512-ONI26830,2.345
ONI25512-ONI31430,4.4638
ONI25512-ONI10870,2.5277
ONI25512-ONH92353,3.6205
ONI25512-ONI09315,3.1539
ONI09639-ONI26830,4.5694
ONI09639-ONI31430,4.2703
ONI09639-ONI10870,2.0237
ONI09639-ONH92353,1.646
ONI09639-ONI09315,4.5593
ONI26830-ONI31430,4.3028
ONI26830-ONI10870,2.404
ONI26830-ONH92353,4.4844
ONI26830-ONI09315,3.3175
ONI31430-ONI10870,4.1471
ONI31430-ONH92353,4.2073
ONI31430-ONI09315,4.3122
ONI10870-ONH92353,4.4427
ONI10870-ONI09315,2.8218
ONH92353-ONI09315,4.5229
ONI16646-ONI01921,2.1161
ONI16646-ONI36138,4.4047
ONI16646-ONI19643,4.4663
ONI16646-ONH91245,2.6248
ONI16646-ONI14774,1.8359
ONI16646-ONH96601,4.546
ONI16646-ONI17553,4.5691
ONI16646-ONH92203,2.0042
ONI16646-ONI36475,4.5359
ONI16646-ONI23741,4.4115
ONI16646-ONI31163,4.5598
ONI16646-ONI16681,4.5379
ONI16646-ONH97999,1.9271
ONI16646-ONI28893,3.3708
ONI16646-ONI16677,4.5323
ONI16646-ONI02688,4.6545
ONI01921-ONI36138,3.0472
ONI01921-ONI19643,2.033
ONI01921-ONH91245,2.6158
ONI01921-ONI14774,2.0689
ONI01921-ONH96601,4.4742
ONI01921-ONI17553,3.1765
ONI01921-ONH92203,3.0283
ONI01921-ONI36475,3.4642
ONI01921-ONI23741,4.3641
ONI01921-ONI31163,2.997
ONI01921-ONI16681,2.0512
ONI01921-ONH97999,3.1489
ONI01921-ONI28893,3.04
ONI01921-ONI16677,4.4582
ONI01921-ONI02688,2.8548
ONI36138-ONI19643,4.4894
ONI36138-ONH91245,5.267
ONI36138-ONI14774,2.9753
ONI36138-ONH96601,4.4148
ONI36138-ONI17553,4.5119
ONI36138-ONH92203,4.4173
ONI36138-ONI36475,4.4822
ONI36138-ONI23741,4.3565
ONI36138-ONI31163,4.4945
ONI36138-ONI16681,4.4481
ONI36138-ONH97999,4.4212
ONI36138-ONI28893,2.2492
ONI36138-ONI16677,4.4024
ONI36138-ONI02688,4.4346
ONI19643-ONH91245,1.7983
ONI19643-ONI14774,4.3051
ONI19643-ONH96601,4.4486
ONI19643-ONI17553,4.5339
ONI19643-ONH92203,4.46
ONI19643-ONI36475,4.5257
ONI19643-ONI23741,4.2625
ONI19643-ONI31163,4.5476
ONI19643-ONI16681,4.5301
ONI19643-ONH97999,3.7356
ONI19643-ONI28893,4.3832
ONI19643-ONI16677,4.4901
ONI19643-ONI02688,4.4805
ONH91245-ONI14774,4.3321
ONH91245-ONH96601,4.0085
ONH91245-ONI17553,4.5704
ONH91245-ONH92203,3.3364
ONH91245-ONI36475,4.531
ONH91245-ONI23741,2.5847
ONH91245-ONI31163,3.4527
ONH91245-ONI16681,4.5394
ONH91245-ONH97999,2.5253
ONH91245-ONI28893,2.213
ONH91245-ONI16677,4.4984
ONH91245-ONI02688,2.466
ONI14774-ONH96601,3.4839
ONI14774-ONI17553,2.5596
ONI14774-ONH92203,2.777
ONI14774-ONI36475,4.2649
ONI14774-ONI23741,2.4553
ONI14774-ONI31163,2.9273
ONI14774-ONI16681,4.284
ONI14774-ONH97999,2.0448
ONI14774-ONI28893,2.254
ONI14774-ONI16677,2.841
ONI14774-ONI02688,1.8735
ONH96601-ONI17553,4.5507
ONH96601-ONH92203,2.3312
ONH96601-ONI36475,4.5523
ONH96601-ONI23741,4.3899
ONH96601-ONI31163,4.5725
ONH96601-ONI16681,4.5692
ONH96601-ONH97999,1.6863
ONH96601-ONI28893,3.9103
ONH96601-ONI16677,4.5567
ONH96601-ONI02688,4.5446
ONI17553-ONH92203,4.5118
ONI17553-ONI36475,4.6287
ONI17553-ONI23741,3.6824
ONI17553-ONI31163,4.6516
ONI17553-ONI16681,4.6111
ONI17553-ONH97999,2.6142
ONI17553-ONI28893,1.8342
ONI17553-ONI16677,4.58
ONI17553-ONI02688,2.3105
ONH92203-ONI36475,2.1876
ONH92203-ONI23741,4.3027
ONH92203-ONI31163,4.4318
ONH92203-ONI16681,4.4586
ONH92203-ONH97999,4.4771
ONH92203-ONI28893,2.5113
ONH92203-ONI16677,4.471
ONH92203-ONI02688,4.3658
ONI36475-ONI23741,4.4015
ONI36475-ONI31163,4.5934
ONI36475-ONI16681,4.607
ONI36475-ONH97999,2.6801
ONI36475-ONI28893,4.4196
ONI36475-ONI16677,4.5619
ONI36475-ONI02688,4.577
ONI23741-ONI31163,4.4306
ONI23741-ONI16681,4.419
ONI23741-ONH97999,4.4252
ONI23741-ONI28893,4.4328
ONI23741-ONI16677,4.4224
ONI23741-ONI02688,4.3915
ONI31163-ONI16681,4.5964
ONI31163-ONH97999,2.0221
ONI31163-ONI28893,4.4608
ONI31163-ONI16677,4.5856
ONI31163-ONI02688,4.6127
ONI16681-ONH97999,2.0678
ONI16681-ONI28893,3.2931
ONI16681-ONI02688,4.5934
ONH97999-ONI28893,1.9111
ONH97999-ONI16677,2.5836
ONH97999-ONI02688,2.3446
ONI28893-ONI16677,4.4226
ONI28893-ONI02688,2.4782
ONI16677-ONI02688,4.5814
ONH89883-ONH99597,1.6353
ONI31091-ONH89957,2.1166
ONI31091-ONH99597,1.8899
ONI31156-ONH99597,1.7098
ONI06193-ONH99597,2.0456
ONI31100-ONH99597,2.7084
ONH89957-ONH99597,1.8367
ONI31093-ONH99597,1.7218
ONI31094-ONH99597,1.9299
ONI31101-ONH99597,2.4773
ONI31158-ONH99597,2.1641
ONI31085-ONH99597,1.5888
ONI31153-ONH99597,2.2718
ONI22965-ONI01667,1.8812
ONI22958-ONI01667,2.6261
ONI22958-ONI13720,2.3044
ONI01667-ONI22964,4.1753
ONI01667-ONI22968,4.1753
ONI01667-ONI22961,1.707
ONI01667-ONI22963,2.8658
ONI01667-ONI22974,1.6518
ONI01667-ONI22954,1.7963
ONI01667-ONI22973,1.656
ONI01667-ONI22957,2.9095
ONI01667-ONI22972,1.5561
ONI01667-ONI22959,2.4783
ONI01667-ONI22970,1.6763
ONI01667-ONI13720,3.2148
ONI01667-ONI28958,1.7834
ONI22954-ONI13720,1.8948
ONI22972-ONI13720,2.0103
ONI22970-ONI13720,1.8805
ONI03576-ONI14949,1.8671
ONI03576-ONI11792,1.7645
ONI03576-ONI00071,1.81
ONI03576-ONI00072,2.0874
ONI03576-ONI24497,3.4072
ONI03576-ONI00070,1.9873
ONI03576-ONI00066,1.7556
ONI03576-ONI00068,1.6671
ONI03576-ONI24493,3.3767
ONI03576-ONH90322,1.9026
ONI03576-ONI13080,2.6169
ONI03576-ONH99068,3.665
ONI03576-ONI10010,3.2141
ONI03576-ONI00069,1.6763
ONI03576-ONI16591,3.3006
ONI14949-ONI11792,1.9302
ONI14949-ONI00071,3.2519
ONI14949-ONI00072,2.2637
ONI14949-ONI24497,2.6178
ONI14949-ONI00066,1.9191
ONI14949-ONI00068,2.1665
ONI14949-ONI24493,2.4613
ONI14949-ONH90322,3.4566
ONI14949-ONI13080,1.6517
ONI14949-ONH99068,1.7393
ONI14949-ONI10010,1.856
ONI14949-ONI00069,3.4857
ONI14949-ONI16591,3.1584
ONI11792-ONI00071,1.5802
ONI11792-ONI00072,2.1509
ONI11792-ONI24497,1.5979
ONI11792-ONI00070,1.6206
ONI11792-ONI00066,2.1954
ONI11792-ONI00068,1.7215
ONI11792-ONI24493,3.2684
ONI11792-ONH90322,2.6077
ONI11792-ONI13080,3.3234
ONI11792-ONI10010,2.2488
ONI11792-ONI00069,2.362
ONI11792-ONI16591,1.8572
ONI00071-ONI24493,3.2763
ONI00071-ONI16591,3.3647
ONI00072-ONI24497,1.7044
ONI00072-ONI24493,3.2929
ONI00072-ONH90322,1.7373
ONI00072-ONI13080,1.6948
ONI00072-ONI10010,1.7644
ONI00072-ONI16591,3.4158
ONI24497-ONI00070,3.2583
ONI24497-ONI00066,2.0885
ONI24497-ONI00068,1.7116
ONI24497-ONI24493,2.1488
ONI24497-ONH90322,3.1243
ONI24497-ONI13080,1.6923
ONI24497-ONH99068,2.113
ONI24497-ONI10010,1.7564
ONI24497-ONI00069,1.691
ONI24497-ONI16591,3.4294
ONI00070-ONI24493,1.9142
ONI00070-ONH90322,2.4241
ONI00070-ONI13080,1.6608
ONI00070-ONI16591,3.4087
ONI00066-ONI24493,2.1607
ONI00066-ONH90322,1.9276
ONI00066-ONI13080,3.1434
ONI00066-ONI10010,1.7124
ONI00066-ONI16591,3.3912
ONI00068-ONI24493,2.7692
ONI00068-ONH90322,1.6228
ONI00068-ONI16591,3.4138
ONI24493-ONH90322,3.4499
ONI24493-ONI13080,3.3647
ONI24493-ONH99068,2.7777
ONI24493-ONI10010,3.3491
ONI24493-ONI00069,3.3198
ONI24493-ONI16591,3.4857
ONH90322-ONI13080,3.4716
ONH90322-ONH99068,2.6314
ONH90322-ONI10010,1.9823
ONH90322-ONI16591,3.4929
ONI13080-ONH99068,3.3966
ONI13080-ONI10010,3.3149
ONI13080-ONI16591,1.8871
ONH99068-ONI10010,3.2619
ONH99068-ONI16591,3.4021
ONI10010-ONI16591,1.5999
ONI00069-ONI16591,3.442
ONI02457-ONI02453,2.4458
ONI02457-ONI02472,2.0344
ONI01556-ONI02453,3.883
ONI01556-ONI02472,4.0893
ONI02454-ONI02453,2.0093
ONI02454-ONI02472,2.927
ONI12326-ONI10643,2.7077
ONI12326-ONI17592,1.9614
ONI12326-ONH99873,2.6609
ONI12326-ONI16580,1.573
ONI12326-ONI16588,1.699
ONI12326-ONI16805,2.2157
ONI12326-ONI17593,1.6836
ONI12326-ONI12329,2.1537
ONI12326-ONI16582,3.6858
ONI12326-ONI16583,1.8634
ONI12326-ONI12322,2.1939
ONI10643-ONI12328,3.7683
ONI10643-ONI17592,3.8575
ONI10643-ONH99873,3.8701
ONI10643-ONI16580,3.8631
ONI10643-ONI16588,2.033
ONI10643-ONI17593,3.8065
ONI10643-ONI12323,2.4184
ONI10643-ONI16584,3.8685
ONI10643-ONI12329,3.8119
ONI10643-ONI16582,3.8207
ONI10643-ONI16583,2.3774
ONI10643-ONI12322,3.6988
ONI12328-ONI17592,2.1813
ONI12328-ONH99873,3.8123
ONI12328-ONI16580,2.1579
ONI12328-ONI16588,2.3589
ONI12328-ONI16805,4.1069
ONI12328-ONI17593,2.9618
ONI12328-ONI16584,2.1337
ONI12328-ONI12329,1.7361
ONI12328-ONI16582,1.7441
ONI12328-ONI16583,2.0485
ONI12328-ONI12322,1.8354
ONI17592-ONH99873,4.1081
ONI17592-ONI16580,2.0265
ONI17592-ONI16805,1.9295
ONI17592-ONI12323,1.6668
ONI17592-ONI12329,2.5553
ONI17592-ONI16583,1.5559
ONH99873-ONI16580,2.2084
ONH99873-ONI16588,1.943
ONH99873-ONI16805,4.0708
ONH99873-ONI17593,1.932
ONH99873-ONI12323,2.2929
ONH99873-ONI16584,1.7122
ONH99873-ONI12329,2.246
ONH99873-ONI16582,2.4122
